"streetname","originalcertifybydate","newcorrectbydate","registrationid","longitude","zip","latitude","violationid","class","inspectiondate","newcertifybydate","nta","communityboard","violationstatus","councildistrict","censustract","bbl","story","block","buildingid","novid","currentstatus","currentstatusdate","lot","approveddate","novtype","ordernumber","certifieddate","highhousenumber","boro","bin","boroid","novissueddate","streetcode","novdescription","currentstatusid","originalcorrectbydate","lowhousenumber","housenumber","apartment"
"LORING PLACE NORTH","2013-11-29T00:00:00.000",NULL,203645,-73.908017,10468,40.862196,10000199,"B","2013-10-06T00:00:00.000",NULL,"Kingsbridge Heights",7,"Close",14,255,2032250106,"3",3225,92715,4706492,"VIOLATION CLOSED","2015-12-17T00:00:00.000",106,"2013-10-10T00:00:00.000","Original",508,NULL,"2326","BRONX",2014946,2,"2013-10-11T00:00:00.000",47020,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT            WEST WALL IN THE PRIVATE HALLWAY  LOCATED AT APT 3E\, 3rd STORY\, 1st APARTMENT FROM NORTH AT EAST",19,"2013-11-15T00:00:00.000","2326","2326","3E"
"WEST 159 STREET","2013-12-03T00:00:00.000",NULL,132406,-73.942162,10032,40.834543,10000200,"B","2013-10-08T00:00:00.000",NULL,"Washington Heights South",12,"Close",7,245,1021170020,"Roof",2117,42824,4707761,"VIOLATION CLOSED","2015-09-24T00:00:00.000",20,"2013-10-12T00:00:00.000","Original",530,"2013-11-25T00:00:00.000","532","MANHATTAN",1062755,1,"2013-10-15T00:00:00.000",36950,"SECTION 27-2005\, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS AT ROOF",19,"2013-11-19T00:00:00.000","532","532",NULL
"ECHO PLACE","2013-11-17T00:00:00.000",NULL,205177,-73.90455,10457,40.849718,10000179,"C","2013-10-08T00:00:00.000",NULL,"Mount Hope",5,"Open",15,23502,2028100045,"6",2810,74898,4707800,"FIRST NO ACCESS TO RE- INSPECT VIOLATION","2017-09-01T00:00:00.000",45,"2013-10-12T00:00:00.000","Original",790,NULL,"231","BRONX",2007730,2,"2013-10-15T00:00:00.000",29920,"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 0; WG TO REPLACE = 0; WG TO REPAIR = 2;    NO STOPS AND SCREWS        IN THE ENTIRE APARTMENT  LOCATED AT APT 1E\, 6th STORY\, 2nd APARTMENT FROM EAST AT SOUTH \, SECTION  AT  WEST",22,"2013-11-12T00:00:00.000","231","231","1E"
"STERLING PLACE","2013-11-28T00:00:00.000",NULL,360357,-73.923129,11233,40.671058,10000203,"B","2013-10-08T00:00:00.000",NULL,"Crown Heights North",8,"Close",41,359,3013750055,"1",1375,376529,4705968,"VIOLATION CLOSED","2014-09-10T00:00:00.000",55,"2013-10-09T00:00:00.000","Original",502,NULL,"1679","BROOKLYN",3036650,3,"2013-10-10T00:00:00.000",81430,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD TREAD 4TH FROM BOTTOM  AT PUBLIC HALL STAIRS\, 1st STORY",19,"2013-11-14T00:00:00.000","1679","1679",NULL
"TELLER AVENUE","2013-11-28T00:00:00.000",NULL,208273,-73.908945,10457,40.839443,10000205,"B","2013-10-08T00:00:00.000",NULL,"East Concourse-Concourse Village",4,"Close",16,225,2027840050,"3",2784,112867,4705740,"VIOLATION CLOSED","2014-09-18T00:00:00.000",50,"2013-10-09T00:00:00.000","Original",530,"2013-12-02T00:00:00.000","1487","BRONX",2007260,2,"2013-10-10T00:00:00.000",67820,"SECTION 27-2005\, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS ....  IN THE ENTRANCE  LOCATED AT APT 2D\, 3rd STORY\, 1st APARTMENT FROM SOUTH AT WEST",19,"2013-11-14T00:00:00.000","1487","1487","2D"
"TELLER AVENUE","2013-11-28T00:00:00.000",NULL,208273,-73.908945,10457,40.839443,10000207,"B","2013-10-08T00:00:00.000",NULL,"East Concourse-Concourse Village",4,"Close",16,225,2027840050,"3",2784,112867,4705740,"VIOLATION CLOSED","2014-09-18T00:00:00.000",50,"2013-10-09T00:00:00.000","Original",526,"2013-12-02T00:00:00.000","1487","BRONX",2007260,2,"2013-10-10T00:00:00.000",67820,"SECTION 27-2005\, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING SLIDE BOLT CAPABLE OF BEING PADLOCK AT DOOR   IN THE ENTRANCE  LOCATED AT APT 2D\, 3rd STORY\, 1st APARTMENT FROM SOUTH AT WEST",19,"2013-11-14T00:00:00.000","1487","1487","2D"
"BRUCKNER BOULEVARD","2013-11-28T00:00:00.000",NULL,221186,-73.827481,10461,40.847809,10000212,"B","2013-10-08T00:00:00.000",NULL,"Pelham Bay-Country Club-City Island",10,"Close",13,26602,2041780010,"All Stories",4178,53115,4705581,"VIOLATION CLOSED","2015-01-21T00:00:00.000",10,"2013-10-09T00:00:00.000","Original",509,"2014-08-20T00:00:00.000","3555","BRONX",2046332,2,"2013-10-10T00:00:00.000",15920,"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE HAND RAILS AT [ A ] SECTION FLOORS 11\, 9\,",19,"2013-11-14T00:00:00.000","3555","3555",NULL
"BRUCKNER BOULEVARD","2013-11-28T00:00:00.000",NULL,221186,-73.827481,10461,40.847809,10000214,"B","2013-10-08T00:00:00.000",NULL,"Pelham Bay-Country Club-City Island",10,"Close",13,26602,2041780010,"All Stories",4178,53115,4705581,"VIOLATION CLOSED","2015-01-21T00:00:00.000",10,"2013-10-09T00:00:00.000","Original",501,"2014-08-20T00:00:00.000","3555","BRONX",2046332,2,"2013-10-10T00:00:00.000",15920,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE CEILING LIGHT FIXTURE AT 11TH STORY. [ A ] SECTION",19,"2013-11-14T00:00:00.000","3555","3555",NULL
"MALCOLM X BOULEVARD","2013-12-11T00:00:00.000",NULL,0,-73.930571,11221,40.69058,10000219,"B","2013-10-06T00:00:00.000",NULL,"Stuyvesant Heights",3,"Close",36,387,3016220009,"2",1622,360569,4705950,"VIOLATION CLOSED","2016-07-14T00:00:00.000",9,"2013-10-09T00:00:00.000","Original",550,NULL,"91","BROOKLYN",3044133,3,"2013-10-10T00:00:00.000",73190,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... COVERING APPROXIMATELY 10 SQUARE FEET AT THE NORTH AND WEST WALLS ABOVE THE SINK  IN THE KITCHEN  LOCATED AT APT 2\, 2nd STORY\, APARTMENT AT  NORTH",19,"2013-11-27T00:00:00.000","91","91","2"
"WEST 161 STREET","2013-10-28T00:00:00.000",NULL,115519,-73.945488,10032,40.837586,10000220,"C","2013-10-08T00:00:00.000",NULL,"Washington Heights South",12,"Open",7,247,1021360160,NULL,2136,42926,4707767,"NOT COMPLIED WITH","2017-01-05T00:00:00.000",160,"2013-10-12T00:00:00.000","Original",501,"2013-11-07T00:00:00.000","667","MANHATTAN",1063334,1,"2013-10-15T00:00:00.000",36990,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE LOCKING ASSEMBLY AT VESTIBULE DOOR TO BUILDING",21,"2013-10-23T00:00:00.000","667","667",NULL
"MALCOLM X BOULEVARD","2013-12-11T00:00:00.000",NULL,0,-73.930571,11221,40.69058,10000221,"B","2013-10-06T00:00:00.000",NULL,"Stuyvesant Heights",3,"Close",36,387,3016220009,"2",1622,360569,4705950,"VIOLATION CLOSED","2016-07-14T00:00:00.000",9,"2013-10-09T00:00:00.000","Original",550,NULL,"91","BROOKLYN",3044133,3,"2013-10-10T00:00:00.000",73190,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... COVERING APPROXIMATELY 4 SQUARE FEET IN THE BASE CABINET AT THE WASHBASIN  IN THE BATHROOM  LOCATED AT APT 2\, 2nd STORY\, APARTMENT AT  NORTH",19,"2013-11-27T00:00:00.000","91","91","2"
"MALCOLM X BOULEVARD","2013-12-11T00:00:00.000",NULL,0,-73.930571,11221,40.69058,10000223,"B","2013-10-06T00:00:00.000",NULL,"Stuyvesant Heights",3,"Close",36,387,3016220009,"2",1622,360569,4705950,"VIOLATION CLOSED","2016-07-14T00:00:00.000",9,"2013-10-09T00:00:00.000","Original",869,NULL,"91","BROOKLYN",3044133,3,"2013-10-10T00:00:00.000",73190,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 2\, 2nd STORY\, APARTMENT AT  NORTH",19,"2013-11-27T00:00:00.000","91","91","2"
"LENOX ROAD","2013-11-28T00:00:00.000",NULL,373857,-73.948031,11226,40.654265,10000227,"B","2013-10-08T00:00:00.000",NULL,"Erasmus",17,"Close",40,818,3048530043,"2",4853,324148,4705902,"VIOLATION CLOSED","2015-08-02T00:00:00.000",43,"2013-10-09T00:00:00.000","Original",568,NULL,"362","BROOKLYN",3108059,3,"2013-10-10T00:00:00.000",55330,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 2C\, 2nd STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2013-11-14T00:00:00.000","346","350","2C"
"LINDEN BOULEVARD","2014-01-27T00:00:00.000",NULL,325285,-73.957478,11226,40.65223,10000239,"A","2013-10-08T00:00:00.000",NULL,"Prospect Lefferts Gardens-Wingate",14,"Close",40,79602,3050860030,"1",5086,327352,4705911,"VIOLATION CLOSED","2014-08-26T00:00:00.000",30,"2013-10-09T00:00:00.000","Original",556,NULL,"46","BROOKLYN",3116709,3,"2013-10-10T00:00:00.000",56230,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE 2nd ROOM  FROM NORTH AT WEST\,  THE 1st ROOM  FROM NORTH\,  THE FOYER \,  THE KITCHEN \,  THE BATHROOM   LOCATED AT APT 4\, 1st STORY\, 1st APARTMENT FROM NORTH AT EAST",19,"2014-01-13T00:00:00.000","46","46","4"
"MALCOLM X BOULEVARD","2013-11-05T00:00:00.000",NULL,0,-73.930571,11221,40.69058,10000241,"C","2013-10-06T00:00:00.000",NULL,"Stuyvesant Heights",3,"Close",36,387,3016220009,"1",1622,360569,4706776,"VIOLATION CLOSED","2016-07-14T00:00:00.000",9,"2013-10-10T00:00:00.000","Original",805,NULL,"91","BROOKLYN",3044133,3,"2013-10-11T00:00:00.000",73190,"SECTION 27-2005 ADMIN. CODE: REPLACE WITH NEW THE BROKEN OR DEFECTIVE WOODEN 10TH TREAD UP  AT PUBLIC HALL STAIRS\, 1st STORY",19,"2013-10-31T00:00:00.000","91","91",NULL
"LINDEN BOULEVARD","2013-11-29T00:00:00.000",NULL,311832,-73.950832,11226,40.652595,10000242,"B","2013-10-06T00:00:00.000",NULL,"Prospect Lefferts Gardens-Wingate",17,"Close",40,820,3050850075,"1",5085,327173,4706732,"VIOLATION CLOSED","2015-08-04T00:00:00.000",75,"2013-10-10T00:00:00.000","Original",569,NULL,"225","BROOKLYN",3344031,3,"2013-10-11T00:00:00.000",56230,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT A6\, 1st STORY\, 1st APARTMENT FROM SOUTH AT WEST \, SECTION ''A''\,  AT  SOUTH",19,"2013-11-15T00:00:00.000","211","221","A6"
"LENOX ROAD","2013-11-28T00:00:00.000",NULL,373857,-73.948031,11226,40.654265,10000224,"B","2013-10-08T00:00:00.000",NULL,"Erasmus",17,"Open",40,818,3048530043,"2",4853,324148,4705902,"FIRST NO ACCESS TO RE- INSPECT VIOLATION","2018-09-28T00:00:00.000",43,"2013-10-09T00:00:00.000","Original",569,NULL,"362","BROOKLYN",3108059,3,"2013-10-10T00:00:00.000",55330,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 2C\, 2nd STORY\, 1st APARTMENT FROM WEST AT NORTH",22,"2013-11-14T00:00:00.000","346","350","2C"
"LENOX ROAD","2013-11-28T00:00:00.000",NULL,373857,-73.948031,11226,40.654265,10000243,"B","2013-10-08T00:00:00.000",NULL,"Erasmus",17,"Close",40,818,3048530043,"2",4853,324148,4705902,"VIOLATION CLOSED","2015-08-02T00:00:00.000",43,"2013-10-09T00:00:00.000","Original",506,NULL,"362","BROOKLYN",3108059,3,"2013-10-10T00:00:00.000",55330,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING CLOSET  DOOR  KNOB  IN THE 1st ROOM  FROM NORTH AT WEST LOCATED AT APT 2C\, 2nd STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2013-11-14T00:00:00.000","346","350","2C"
"EAST 156 STREET","2017-08-05T00:00:00.000",NULL,211413,-73.906662,10455,40.818268,11738003,"A","2017-04-14T00:00:00.000",NULL,"Melrose South-Mott Haven North",1,"Close",17,77,2026460038,"1",2646,64077,5729910,"VIOLATION CLOSED","2018-12-11T00:00:00.000",38,"2017-04-17T00:00:00.000","Original",500,NULL,"731","BRONX",2004588,2,"2017-04-18T00:00:00.000",26340,"SECTION 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYï¿½ï¿½ï¿½S HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL\, 1st STORY",19,"2017-07-22T00:00:00.000","731","731",NULL
"MALCOLM X BOULEVARD","2013-11-05T00:00:00.000",NULL,0,-73.930571,11221,40.69058,10000249,"C","2013-10-06T00:00:00.000",NULL,"Stuyvesant Heights",3,"Close",36,387,3016220009,"2",1622,360569,4706776,"VIOLATION CLOSED","2016-07-14T00:00:00.000",9,"2013-10-10T00:00:00.000","Original",805,NULL,"91","BROOKLYN",3044133,3,"2013-10-11T00:00:00.000",73190,"SECTION 27-2005 ADMIN. CODE: REPLACE WITH NEW THE BROKEN OR DEFECTIVE LIGHT FIXTURE AT THE CEILING  AT PUBLIC HALL\, 2nd STORY",19,"2013-10-31T00:00:00.000","91","91",NULL
"LENOX ROAD","2013-11-28T00:00:00.000",NULL,373857,-73.948031,11226,40.654265,10000250,"B","2013-10-08T00:00:00.000",NULL,"Erasmus",17,"Close",40,818,3048530043,"2",4853,324148,4705902,"VIOLATION CLOSED","2015-08-02T00:00:00.000",43,"2013-10-09T00:00:00.000","Original",579,NULL,"362","BROOKLYN",3108059,3,"2013-10-10T00:00:00.000",55330,"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT KINK  IN THE KITCHEN  LOCATED AT APT 2C\, 2nd STORY\, 1st APARTMENT FROM WEST AT NORTH",19,"2013-11-14T00:00:00.000","346","350","2C"
"MALCOLM X BOULEVARD","2013-12-11T00:00:00.000",NULL,0,-73.930571,11221,40.69058,10000251,"B","2013-10-06T00:00:00.000",NULL,"Stuyvesant Heights",3,"Close",36,387,3016220009,"1",1622,360569,4706775,"VIOLATION CLOSED","2016-07-14T00:00:00.000",9,"2013-10-10T00:00:00.000","Original",802,NULL,"91","BROOKLYN",3044133,3,"2013-10-11T00:00:00.000",73190,"SECTION 27-2005 ADMIN. CODE:  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOODEN FLOOR AT THE RADIATOR  AT PUBLIC HALL\, 1st STORY",19,"2013-11-27T00:00:00.000","91","91",NULL
"MALCOLM X BOULEVARD","2013-12-11T00:00:00.000",NULL,0,-73.930571,11221,40.69058,10000252,"B","2013-10-06T00:00:00.000",NULL,"Stuyvesant Heights",3,"Close",36,387,3016220009,"1",1622,360569,4706775,"VIOLATION CLOSED","2016-07-14T00:00:00.000",9,"2013-10-10T00:00:00.000","Original",802,NULL,"91","BROOKLYN",3044133,3,"2013-10-11T00:00:00.000",73190,"SECTION 27-2005 ADMIN. CODE:  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOODEN FLOOR AT THE VESTIBULE  AT PUBLIC HALL\, 1st STORY",19,"2013-11-27T00:00:00.000","91","91",NULL
"MALCOLM X BOULEVARD","2013-12-11T00:00:00.000",NULL,0,-73.930571,11221,40.69058,10000255,"B","2013-10-06T00:00:00.000",NULL,"Stuyvesant Heights",3,"Close",36,387,3016220009,"2",1622,360569,4706775,"VIOLATION CLOSED","2016-07-14T00:00:00.000",9,"2013-10-10T00:00:00.000","Original",1503,NULL,"91","BROOKLYN",3044133,3,"2013-10-11T00:00:00.000",73190,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). THAT IS MISSING  LOCATED AT APT 2\, 2nd STORY\, APARTMENT AT  NORTH",19,"2013-11-27T00:00:00.000","91","91","2"
"MANHATTAN AVENUE","2013-10-23T00:00:00.000",NULL,136635,-73.953816,10027,40.809168,10000256,"C","2013-10-08T00:00:00.000",NULL,"Central Harlem South",10,"Close",9,257,1019490048,"Cellar",1949,25340,4705516,"VIOLATION CLOSED","2016-10-27T00:00:00.000",48,"2013-10-09T00:00:00.000","Original",552,NULL,"541","MANHATTAN",1059242,1,"2013-10-10T00:00:00.000",25690,"SECTION 27-2010\, 2011\, 2012 ADM CODE  REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE THE BOILER ROOM FLOOR  AT BOILER ROOM",19,"2013-10-18T00:00:00.000","541","541",NULL
"MALCOLM X BOULEVARD","2013-11-05T00:00:00.000",NULL,0,-73.930571,11221,40.69058,10000269,"C","2013-10-06T00:00:00.000",NULL,"Stuyvesant Heights",3,"Close",36,387,3016220009,"Cellar",1622,360569,4706776,"VIOLATION CLOSED","2016-07-14T00:00:00.000",9,"2013-10-10T00:00:00.000","Original",805,NULL,"91","BROOKLYN",3044133,3,"2013-10-11T00:00:00.000",73190,"SECTION 27-2005 ADMIN. CODE: REPLACE WITH NEW THE BROKEN OR DEFECTIVE WATER HEATER  AT CELLAR",19,"2013-10-31T00:00:00.000","91","91",NULL
"MALCOLM X BOULEVARD","2013-11-05T00:00:00.000",NULL,0,-73.930571,11221,40.69058,10000292,"C","2013-10-06T00:00:00.000",NULL,"Stuyvesant Heights",3,"Close",36,387,3016220009,"Cellar",1622,360569,4706776,"VIOLATION CLOSED","2016-07-14T00:00:00.000",9,"2013-10-10T00:00:00.000","Original",550,NULL,"91","BROOKLYN",3044133,3,"2013-10-11T00:00:00.000",73190,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... ON WALLS AND CEILING  AT CELLAR",19,"2013-10-31T00:00:00.000","91","91",NULL
"BEDFORD AVENUE","2005-09-13T00:00:00.000",NULL,300382,-73.957079,11225,40.662426,1141236,"B","1996-06-25T00:00:00.000",NULL,"Prospect Lefferts Gardens-Wingate",9,"Open",40,327,3013190005,NULL,1319,205789,2456504,"FIRST NO ACCESS TO RE- INSPECT VIOLATION","2018-09-14T00:00:00.000",5,"1996-06-25T00:00:00.000","Reissued",506,NULL,"1783","BROOKLYN",3034938,3,"2005-07-21T00:00:00.000",18630,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING  ELECTRICAL CEILING FIXTURES AT KITCHEN 3 STY SOUTH APT 6.  LOCATED AT APT 6",22,"2005-08-30T00:00:00.000","1783","1783","6"
"BEDFORD AVENUE","2005-09-13T00:00:00.000",NULL,300382,-73.957079,11225,40.662426,1141237,"B","1996-06-25T00:00:00.000",NULL,"Prospect Lefferts Gardens-Wingate",9,"Open",40,327,3013190005,NULL,1319,205789,2456504,"FIRST NO ACCESS TO RE- INSPECT VIOLATION","2018-09-14T00:00:00.000",5,"1996-06-25T00:00:00.000","Reissued",508,NULL,"1783","BROOKLYN",3034938,3,"2005-07-21T00:00:00.000",18630,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR  CEILING OF 2 ROOM FROM EAST AT 3 STY SOUTH APT 6.  LOCATED AT APT 6",22,"2005-08-30T00:00:00.000","1783","1783","6"
"BEDFORD AVENUE","2005-08-06T00:00:00.000",NULL,300382,-73.957079,11225,40.662426,1141238,"C","1996-06-25T00:00:00.000",NULL,"Prospect Lefferts Gardens-Wingate",9,"Open",40,327,3013190005,NULL,1319,205789,2456505,"FIRST NO ACCESS TO RE- INSPECT VIOLATION","2018-09-14T00:00:00.000",5,"1996-06-25T00:00:00.000","Reissued",508,NULL,"1783","BROOKLYN",3034938,3,"2005-07-21T00:00:00.000",18630,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR  EAST & WEST WALLS 2 ROOM FROM EAST AT 3 STY SOUTH APT 6 ER1.  LOCATED AT APT 6",22,"2005-08-01T00:00:00.000","1783","1783","6"
"POST AVENUE","2013-12-09T00:00:00.000",NULL,131883,-73.922187,10034,40.863776,10000330,"B","2013-10-07T00:00:00.000",NULL,"Marble Hill-Inwood",12,"Close",10,291,1022210030,"Basement",2221,27009,4710896,"VIOLATION CLOSED","2018-07-15T00:00:00.000",30,"2013-10-18T00:00:00.000","Original",508,"2013-12-16T00:00:00.000","78","MANHATTAN",1064771,1,"2013-10-21T00:00:00.000",29190,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING AND WALLS  IN THE FOYER  LOCATED AT BSMT-APT FF\, 2nd BSMT-APT FROM SOUTH AT WEST \, SECTION ''BLDG # 78''",19,"2013-11-25T00:00:00.000","74","74","FF"
"BEDFORD AVENUE","2005-09-13T00:00:00.000",NULL,300382,-73.957079,11225,40.662426,1141239,"B","1996-06-25T00:00:00.000",NULL,"Prospect Lefferts Gardens-Wingate",9,"Open",40,327,3013190005,NULL,1319,205789,2456504,"FIRST NO ACCESS TO RE- INSPECT VIOLATION","2018-09-14T00:00:00.000",5,"1996-06-25T00:00:00.000","Reissued",508,NULL,"1783","BROOKLYN",3034938,3,"2005-07-21T00:00:00.000",18630,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR  CEILINGS & WALLS AT BATHROOM 3 STY SOUTH APT 6.  LOCATED AT APT 6",22,"2005-08-30T00:00:00.000","1783","1783","6"
"POST AVENUE","2013-12-09T00:00:00.000",NULL,131883,-73.922187,10034,40.863776,10000353,"B","2013-10-07T00:00:00.000",NULL,"Marble Hill-Inwood",12,"Close",10,291,1022210030,"1",2221,27009,4710898,"VIOLATION CLOSED","2016-02-13T00:00:00.000",30,"2013-10-18T00:00:00.000","Original",508,NULL,"78","MANHATTAN",1064771,1,"2013-10-21T00:00:00.000",29190,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE EAST WALL  IN THE KITCHEN  LOCATED AT APT K\, 1st STORY\, 2nd APARTMENT FROM EAST AT SOUTH",19,"2013-11-25T00:00:00.000","74","74","K"
"WINTHROP STREET","2014-01-27T00:00:00.000",NULL,301780,-73.922602,11212,40.662304,10000354,"A","2013-10-07T00:00:00.000",NULL,"Brownsville",17,"Close",41,892,3046320001,"4",4632,397373,4705982,"VIOLATION CLOSED","2014-08-04T00:00:00.000",1,"2013-10-09T00:00:00.000","Original",556,NULL,"1134","BROOKLYN",3100705,3,"2013-10-10T00:00:00.000",93830,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE PRIVATE HALLWAY \,  THE KITCHEN \,  THE BATHROOM   LOCATED AT APT 11D\, 4th STORY\, 2nd APARTMENT FROM EAST AT SOUTH",19,"2014-01-13T00:00:00.000","1124","1124","11D"
"GATES PLACE","2014-01-27T00:00:00.000",NULL,201187,-73.883955,10467,40.882603,10000383,"A","2013-10-06T00:00:00.000",NULL,"Norwood",7,"Open",11,421,2033240045,"1",3324,80046,4705656,"FIRST NO ACCESS TO RE- INSPECT VIOLATION","2016-08-06T00:00:00.000",45,"2013-10-09T00:00:00.000","Original",556,NULL,"3424","BRONX",2017683,2,"2013-10-10T00:00:00.000",34920,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE 1st ROOM  FROM EAST AT SOUTH\,  THE BATHROOM   LOCATED AT APT 1H\, 1st STORY\, 1st APARTMENT FROM NORTH AT EAST \, SECTION  AT  SOUTH",22,"2014-01-13T00:00:00.000","3424","3424","1H"
"ROCHAMBEAU AVENUE","2014-01-27T00:00:00.000",NULL,221401,-73.879058,10467,40.882408,10000386,"A","2013-10-08T00:00:00.000",NULL,"Norwood",7,"Close",11,431,2033280171,"2",3328,107125,4705724,"VIOLATION CLOSED","2014-09-16T00:00:00.000",171,"2013-10-09T00:00:00.000","Original",556,NULL,"3541","BRONX",2017831,2,"2013-10-10T00:00:00.000",61720,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE 1st ROOM  FROM NORTH AT EAST\,  THE FOYER   LOCATED AT APT 2N\, 2nd STORY\, 1st APARTMENT FROM NORTH AT EAST",19,"2014-01-13T00:00:00.000","3529","3535","2N"
"CORSA AVENUE","2016-10-02T00:00:00.000",NULL,226292,-73.847928,10469,40.877933,10000387,"A","2013-10-08T00:00:00.000",NULL,"Eastchester-Edenwald-Baychester",12,"Close",12,386,2047220012,"1",4722,930561,5452401,"VIOLATION DISMISSED","2016-09-23T00:00:00.000",12,"2013-10-09T00:00:00.000","Reissued",556,"2016-07-13T00:00:00.000","3484","BRONX",2117007,2,"2016-06-15T00:00:00.000",21250,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE BATHROOM \,  THE 1st ROOM  FROM NORTH\,  THE 3rd ROOM  FROM NORTH\,  THE FOYER   LOCATED AT APT GB\, 1st STORY\, 1st APARTMENT FROM NORTH AT EAST",9,"2016-09-18T00:00:00.000","3484","3484","GB"
